id,predicted_answer
5725fabc89a1e219009ac129,"149,025"
5725fabc89a1e219009ac12a,"50.2% White, 8.4%"
5725fabc89a1e219009ac12b,11.2% Asian (about a third
5725fabc89a1e219009ac12c,"4,097.9 people per square mile"
5725fb8138643c19005acf3f,Federal Communications Commission
5725fb8138643c19005acf40,KMJ-TV
5725fb8138643c19005acf41,1953
5725fb8138643c19005acf42,NBC affiliate KSEE
5725fb8138643c19005acf43,KGPE
5725fcbe271a42140099d3ad,State Route 99
5725fcbe271a42140099d3ae,Sierra Freeway
5725fcbe271a42140099d3af,Eisenhower Freeway
5725fcbe271a42140099d3b0,west
5725fe63ec44d21400f3d7dd,Fresno
5725fe63ec44d21400f3d7de,1950s
5725fe63ec44d21400f3d7df,Interstate 9
5725fe63ec44d21400f3d7e0,Federal funding
5725ff8238643c19005acf49,Amtrak San Joaquins
5725ff8238643c19005acf4a,Downtown Fresno
5725ff8238643c19005acf4b,Union Pacific Railroad
5725ff8238643c19005acf4c,Southern Pacific branchlines
5725ff8238643c19005acf4d,Fresno
5725d34089a1e219009abf50,Distributed Adaptive Message Block Switching
5725d34089a1e219009abf51,"fault-tolerant, efficient routing method"
5725d34089a1e219009abf52,the theretofore established principles of pre-allocation of network bandwidth
5725d34089a1e219009abf53,packet switching
572632ceec44d21400f3dc2f,Distributed Adaptive Message Block Switching
572632ceec44d21400f3dc30,"fault-tolerant, efficient routing method"
572632ceec44d21400f3dc31,packet switching
5725d52f89a1e219009abf78,circuit switching
5725d52f89a1e219009abf79,a fee per unit of connection time
5725d52f89a1e219009abf7a,circuit switching
572634a789a1e219009ac56c,circuit switching
572634a789a1e219009ac56d,a fee per unit of connection time
572634a789a1e219009ac56e,a fee per unit of connection time
572634a789a1e219009ac56f,a fee per unit of connection time
5726219489a1e219009ac2ce,intermediate forwarding nodes
5726219489a1e219009ac2cf,intermediate network nodes
5726219489a1e219009ac2d0,radio or 10BASE5
5726356938643c19005ad2ff,intermediate forwarding nodes
5726356938643c19005ad300,intermediate network nodes
5726356938643c19005ad301,radio or 10BASE5
5726249538643c19005ad07f,the concept of distributed adaptive message block switching
5726249538643c19005ad080,distributed adaptive message block switching
5726249538643c19005ad081,three key ideas
5726249538643c19005ad082,store and forward switching
57263677ec44d21400f3dc4a,"general architecture for a large-scale, distributed, survivable communications network"
57263677ec44d21400f3dc4c,store and forward switching
57263677ec44d21400f3dc49,distributed adaptive message block switching
57263677ec44d21400f3dc4b,three key ideas: use of a decentralized network
572629c6271a42140099d6a3,message routing methodology
572629c6271a42140099d6a4,packet switching
572629c6271a42140099d6a5,a nationwide network
572629c6271a42140099d6a6,ARPANET
5726378238643c19005ad313,Donald Davies
5726378238643c19005ad314,packet switching
5726378238643c19005ad315,Operating System Principles
5726385e271a42140099d797,complete addressing information
5726385e271a42140099d798,individually
5726385e271a42140099d799,"a destination address, source address, and port numbers"
5726385e271a42140099d79a,power-hungry content-addressable memory
5726398589a1e219009ac58b,small
5726398589a1e219009ac58a,the connection id
5726398589a1e219009ac589,address information
5726398589a1e219009ac588,setup phase
57263b1638643c19005ad333,a handshake
57263b1638643c19005ad335,the Internet Protocol
57263b1638643c19005ad334,Internet Protocol (IP) at the network layer
57263b1638643c19005ad336,Frame relay
57263c78ec44d21400f3dc7b,1969
57263c78ec44d21400f3dc7c,the division of functions and tasks
57263c78ec44d21400f3dc7d,User Datagram Protocol
57263c78ec44d21400f3dc7e,protocol suite
57263cfcec44d21400f3dc8d,plug-n-play system
57263cfcec44d21400f3dc8e,allowed local area networks
57263cfcec44d21400f3dc8f,addresses
57263cfcec44d21400f3dc90,plug-n-play
57263dcd89a1e219009ac5a2,Louis Pouzin
57263dcd89a1e219009ac5a3,reliable delivery of data
57263dcd89a1e219009ac5a4,unreliable datagrams and associated end-to-end protocol mechanisms
57263dcd89a1e219009ac5a5,ARPANET architecture
57263ea0271a42140099d7c3,seven-layer OSI-compliant networking protocol
57263ea0271a42140099d7c4,seven-layer OSI-compliant networking protocol
57263ea0271a42140099d7c5,seven-layer OSI-compliant networking protocol
57263ea0271a42140099d7c6,open standards
57263fd138643c19005ad37b,data network based on this voice-phone network
57263fd138643c19005ad37c,computer service bureaus
57263fd138643c19005ad37d,computer service bureaus
57263fd138643c19005ad37e,that a time-sharing system
5726414e271a42140099d7e5,the Michigan Educational Research Information Triad
5726414e271a42140099d7e6,connections to the CDC mainframe
5726414e271a42140099d7e7,Merit's role in the NSFNET project
57264228ec44d21400f3dcf5,GTE
57264228ec44d21400f3dcf6,Larry Roberts
57264228ec44d21400f3dcf7,GTE
57264228ec44d21400f3dcf8,ARPANET technology
57264228ec44d21400f3dcf9,GTE
5726431aec44d21400f3dd13,Mr. Tyme
5726431aec44d21400f3dd14,Mr. Tyme
5726431aec44d21400f3dd15,dial-up connections or dedicated async connections
5726431aec44d21400f3dd16,private network business
5726431aec44d21400f3dd17,public network
572643de5951261400b5195a,two
572643de5951261400b5195b,Bell Northern Research
572643de5951261400b5195c,Northern Telecom
5726446a89cfff1900a8404d,packet-switched data network
5726446a89cfff1900a8404e,"applications such as on-line betting, financial applications"
5726446a89cfff1900a8404f,remote terminal access to academic institutions
57264586f1498d1400e8dac6,public switched data network
57264586f1498d1400e8dac7,Datanet 1 only referred to the network and the connected users via leased lines
57264586f1498d1400e8dac8,connected users
57264586f1498d1400e8dac9,public switched data network
5726462b708984140094c117,Computer Science Network
5726462b708984140094c118,to extend networking benefits
5726462b708984140094c119,authorization limitations
5726472bdd62a815002e8042,"Qwest, built the first Internet2 Network, called Abilene"
5726472bdd62a815002e8043,Qwest
5726472bdd62a815002e8044,Abilene
5726472bdd62a815002e8045,Qwest
5726472bdd62a815002e8046,Internet2 Network
572647e2dd62a815002e805c,advanced research and education networking
572647e2dd62a815002e805d,advanced research and education networking
572647e2dd62a815002e805e,advanced research and education networking
572648d1708984140094c15d,Very high-speed Backbone Network Service
572648d1708984140094c15e,provide high-speed interconnection
572648d1708984140094c15f,MCI Telecommunications
572648d1708984140094c160,100
572648d1708984140094c161,MCI Telecommunications
57264684708984140094c123,Central Asia
57264684708984140094c124,30–60%
57264684708984140094c125,30–60%
57264684708984140094c126,17th century
57264684708984140094c127,1343
572647935951b619008f6ec9,Yersinia pestis
572647935951b619008f6eca,1338–39
572647935951b619008f6ecb,China
572647935951b619008f6ecc,1331
572647935951b619008f6ecd,25 million
57264845f1498d1400e8db0a,Genoese traders
57264845f1498d1400e8db0b,Jani Beg
57264845f1498d1400e8db0c,Jani Beg
57264845f1498d1400e8db0d,Kaffa in the Crimea
57264845f1498d1400e8db0e,Black Death
572648ed5951b619008f6f03,Italy
572648ed5951b619008f6f04,Italy
572648ed5951b619008f6f05,"smaller trade relations with their neighbours, including the Kingdom of Poland"
572648ed5951b619008f6f06,Germany and Scandinavia
572648ed5951b619008f6f07,1349
57264991f1498d1400e8db2e,serious depopulation
57264991f1498d1400e8db2f,autumn 1347
57264991f1498d1400e8db30,autumn 1347
57264991f1498d1400e8db31,north
57264a74708984140094c18b,Gasquet (1908) claimed that the Latin name atra mors
57264a74708984140094c18c,atra mors
57264a74708984140094c18d,atra mors
57264a74708984140094c18e,1823
57264a74708984140094c18f,the Black Death
57264b3edd62a815002e80aa,the heavens
57264b3edd62a815002e80ab,king of France
57264b3edd62a815002e80ac,Miasma theory
57264b3edd62a815002e80ad,Miasma theory
57264c42dd62a815002e80c6,Yersinia pestis
57264c42dd62a815002e80c7,1865
57264c42dd62a815002e80c8,Alexandre Yersin
57264c42dd62a815002e80c9,Y. pestis
57264c42dd62a815002e80ca,two populations of rodents
57264cc6dd62a815002e80e4,Francis Aidan Gasquet
57264cc6dd62a815002e80e5,Eastern or bubonic plague
57264cc6dd62a815002e80e6,1908
57264cc6dd62a815002e80e7,rats and fleas
57264cc6dd62a815002e80e8,Justinian plague
57264d58f1498d1400e8db7a,30–75%
57264d58f1498d1400e8db7b,high fevers and purple skin patches
57264d58f1498d1400e8db7c,80
57264d58f1498d1400e8db7d,90 to 95 percent
57264d58f1498d1400e8db7e,90 to 95 percent
57264e2f708984140094c1e1,October 2010
57264e2f708984140094c1e2,Yersinia pestis in the Black Death
57264e2f708984140094c1e3,Polymerase Chain Reaction (PCR) techniques
57264e2f708984140094c1e4,"tooth sockets in human skeletons from mass graves in northern, central and southern Europe"
57264e2f708984140094c1e5,Yersinia pestis
57264f18f1498d1400e8dbae,genetic branches) of the Y. pestis genome
57264f18f1498d1400e8dbaf,Y. p. orientalis and Y. p. medievalis
57264f18f1498d1400e8dbb0,orientalis and Y. p. medievalis
57264f18f1498d1400e8dbb1,November 1347
57264f18f1498d1400e8dbb2,spring of 1349
57264fe65951b619008f6fa1,confirmed and amended
57264fe65951b619008f6fa2,East Smithfield
57264fe65951b619008f6fa3,no longer exist
57264fe65951b619008f6fa4,October 2011
5726509bdd62a815002e815a,British bacteriologist J. F. D. Shrewsbury
5726509bdd62a815002e815b,bubonic plague
5726509bdd62a815002e815c,contemporary accounts were exaggerations
5726509bdd62a815002e815d,zoologist
5726509bdd62a815002e815e,Samuel K. Cohn
5726516a708984140094c223,an epidemiological account
5726516a708984140094c224,lack of reliable statistics
5726516a708984140094c225,over 100%
5726516a708984140094c226,clergy
5726516a708984140094c227,1377
57265285708984140094c25b,lack of accounts of the death of rats
57265285708984140094c25c,marginal
57265285708984140094c25d,temperatures that are too cold
57265285708984140094c25e,the Black Death
57265285708984140094c25f,5 to 15 years
5726534d708984140094c26d,anthrax
5726534d708984140094c26e,a combination of anthrax and other pandemics
5726534d708984140094c26f,"typhus, smallpox and respiratory infections"
5726534d708984140094c270,bubonic infection
5726534d708984140094c271,25
5726542ff1498d1400e8dc28,50%
5726542ff1498d1400e8dc29,Half
5726542ff1498d1400e8dc2a,pre-planning and Christian burials
5726542ff1498d1400e8dc2b,50%
5726542ff1498d1400e8dc2c,contagion
572654e2708984140094c2b7,1346 and 1671
572654e2708984140094c2b8,1346 and 1671
572654e2708984140094c2b9,a million
5726559edd62a815002e81c8,preincident population figures from as high as 7 million
5726559edd62a815002e81c9,1350
5726559edd62a815002e81ca,20%
5726559edd62a815002e81cb,1665
57265642f1498d1400e8dc68,"40,000"
57265642f1498d1400e8dc69,Russia
57265642f1498d1400e8dc6b,Italian Plague of 1629–1631
57265642f1498d1400e8dc6c,1654
57265642f1498d1400e8dc6a,22 times
57265700dd62a815002e820e,1.7 million
57265700dd62a815002e820f,about half
57265700dd62a815002e8210,"300,000"
57265700dd62a815002e8211,Sweden v. Russia and allies
57265700dd62a815002e8212,1720 in Marseille
5726577f708984140094c301,1500 and 1850
5726577f708984140094c302,30 to 50 thousand
5726577f708984140094c303,1500 and 1850
5726577f708984140094c304,two-thirds
572657d9dd62a815002e8230,melt (magma and/or lava
572657d9dd62a815002e8231,metamorphic rock
572657d9dd62a815002e8232,magma
572657d9dd62a815002e8233,"igneous, sedimentary, and metamorphic"
572657d9dd62a815002e8234,heat and pressure
57265d08708984140094c397,seafloor spreading
57265d08708984140094c398,crust and rigid uppermost portion of the upper mantle
57265d08708984140094c399,the asthenosphere
57265d08708984140094c39a,the convection of the mantle
57265d08708984140094c39b,1960s
57265f605951b619008f70db,"hydrothermal vents and volcanoes exist, were explained as divergent boundaries"
57265f605951b619008f70dc,convergent boundaries
57265f605951b619008f70dd,San Andreas fault system
57265f605951b619008f70de,Alfred Wegener
57265f605951b619008f70df,convecting mantle
57266193dd62a815002e832a,seismic waves in reverse
57266193dd62a815002e832b,dynamic
57266193dd62a815002e832d,410 and 660 kilometers
57266193dd62a815002e832e,wave speeds
57266193dd62a815002e832c,a crust and lithosphere
572663a9f1498d1400e8ddf2,the entire time from the formation of the Earth to the present
572663a9f1498d1400e8ddf4,the Quaternary
572663a9f1498d1400e8ddf5,Holocene
572663a9f1498d1400e8ddf6,Quaternary
572665ff708984140094c4c3,cross-cutting relationships
572665ff708984140094c4c4,the formations that were cut are older than the fault
572665ff708984140094c4c5,the key bed
572665ff708984140094c4c6,formations
572667e2f1498d1400e8de90,xenoliths
572667e2f1498d1400e8de91,magma or lava flows
572667e2f1498d1400e8de92,clasts
572667e2f1498d1400e8de93,xenoliths
572667e2f1498d1400e8de94,gravel
572669a9dd62a815002e8416,faunal succession
572669a9dd62a815002e8417,William Smith
572669a9dd62a815002e8418,their presence or (sometimes) absence
572669a9dd62a815002e8419,a relative age
572669a9dd62a815002e841a,William Smith
57266c015951b619008f7237,beginning of the 20th century
57266c015951b619008f7238,fossils and stratigraphic
57266c015951b619008f7239,rock units
57266c015951b619008f723a,geologists
57266c015951b619008f723b,fossil sequences
57266e72f1498d1400e8df8c,Thermochemical
57266e72f1498d1400e8df8d,closure temperature
57266e72f1498d1400e8df8e,These
57266e72f1498d1400e8df8f,Dating of lava and volcanic ash layers
5726701add62a815002e84c8,horizontal compression
5726701add62a815002e84c9,shallow crust
5726701add62a815002e84ca,synforms
5726701add62a815002e84cb,synforms
5726701add62a815002e84cc,anticlines and synclines
572671a5f1498d1400e8dfe4,Extension
572671a5f1498d1400e8dfe5,boudins
572671a5f1498d1400e8dfe6,Maria Fold and Thrust Belt
572671a5f1498d1400e8dfe7,metamorphosed
572671a5f1498d1400e8dfe8,ductile stretching and thinning
572673f5708984140094c69b,Dikes
572673f5708984140094c69c,cracks
572673f5708984140094c69d,topographic
572673f5708984140094c69e,Continual motion along the fault
572673f5708984140094c69f,Deformational
57267640f1498d1400e8e074,layered basaltic lava flows
57267640f1498d1400e8e075,Acasta gneiss of the Slave craton
57267640f1498d1400e8e076,layered basaltic lava flows
57267640f1498d1400e8e077,Cambrian time
57267640f1498d1400e8e078,Acasta gneiss of the Slave craton in northwestern Canada
572677e7708984140094c723,the study of rocks
572677e7708984140094c724,the study of sedimentary layers
572677e7708984140094c725,the study of positions of rock units and their deformation
572677e7708984140094c726,"soils, rivers, landscapes, and glaciers"
57267947f1498d1400e8e0ec,rock samples
57267947f1498d1400e8e0ed,interference
57267947f1498d1400e8e0ee,geochemical evolution of rock units
57267947f1498d1400e8e0ef,laboratory
57267947f1498d1400e8e0f0,optical microscopy and by using an electron microprobe
57267b3c5951b619008f7423,physical experiments
57267b3c5951b619008f7424,high temperature and pressure physical experiments
57267b3c5951b619008f7425,metamorphic processes
57267d52708984140094c7d9,microscopic analysis of oriented thin sections of geologic samples to observe the fabric
57267d52708984140094c7da,microscopic analysis of oriented thin sections of geologic samples
57267d52708984140094c7db,reconstruct the history of rock deformation
57267d52708984140094c7dc,analog and numerical
57267ebfdd62a815002e872c,orogenic wedges
57267ebfdd62a815002e872d,orogenic wedges
57267ebfdd62a815002e872e,sand
57267ebfdd62a815002e872f,orogenic wedge
57267ebfdd62a815002e8730,patterns of erosion and uplift in the mountain belt
57268066708984140094c821,returned from the field
57268066708984140094c822,geophysical surveys
57268066708984140094c823,well logs
57268066708984140094c824,computer programs
57268066708984140094c825,"water, coal, and hydrocarbon"
57268220f1498d1400e8e218,Geochronologists
57268220f1498d1400e8e216,outcrop
57268220f1498d1400e8e219,Magnetic stratigraphers
57268220f1498d1400e8e217,Geochronologists
572683f95951b619008f7525,Persia
572683f95951b619008f7526,Abu al-Rayhan al-Biruni
572683f95951b619008f7527,polymath Shen Kuo
572683f95951b619008f7528,Ibn Sina
572683f95951b619008f7529,silt
57268527708984140094c8bf,James Hutton
57268527708984140094c8c0,Theory of the Earth
57268527708984140094c8c1,1795
57268527708984140094c8c2,Theory of the Earth
572686ac5951b619008f75a9,William Maclure
572686ac5951b619008f75aa,1809
572686ac5951b619008f75ab,1807
572686ac5951b619008f75ad,unaided labours
572686ac5951b619008f75ac,American Philosophical Society
57268882f1498d1400e8e306,Principles of Geology
57268882f1498d1400e8e307,uniformitarianism
57268882f1498d1400e8e308,catastrophism
57268882f1498d1400e8e309,catastrophism
57268882f1498d1400e8e30a,Charles Darwin
5726642f5951b619008f7157,103
5726642f5951b619008f7158,8.5 mi (13.7 km
5726642f5951b619008f7159,English Core Cities Group
5726642f5951b619008f715a,Northumberland
5726642f5951b619008f715b,Geordie
5726651ff1498d1400e8de30,Robert Curthose
5726651ff1498d1400e8de31,wool
5726651ff1498d1400e8de32,coal
5726651ff1498d1400e8de33,16th century
5726651ff1498d1400e8de34,Great North Run
5726660d5951b619008f71b1,Pons Aelius
5726660d5951b619008f71b2,Tyne
5726660d5951b619008f71b3,"2,000"
5726660d5951b619008f71b4,Hadrian's Wall
5726660d5951b619008f71b5,Pictish
572666d9dd62a815002e83b4,England
572666d9dd62a815002e83b5,Elizabeth
572666d9dd62a815002e83b6,25-foot (7.6 m
572666d9dd62a815002e83b7,William the Lion
572666d9dd62a815002e83b8,three
57266783f1498d1400e8de86,coal from Tyneside to Newcastle Quayside
57266783f1498d1400e8de87,Hostmen
57266783f1498d1400e8de88,pointless pursuit
57266783f1498d1400e8de89,eccentric
57266783f1498d1400e8de8a,ruin him
57266a15f1498d1400e8def6,close-knit community of keelmen and their families
57266a15f1498d1400e8def7,boats
57266a15f1498d1400e8def8,"7,000 out of 20,000"
57266a15f1498d1400e8def9,one-third
57266a15f1498d1400e8defa,devastating loss
57266ab3dd62a815002e8434,King
57266ab3dd62a815002e8435,the Scots
57266ab3dd62a815002e8436,drummes
57266ab3dd62a815002e8437,a brave defence
57266ab3dd62a815002e8438,Charles I
57266cc9f1498d1400e8df53,the urbanization of the city
57266cc9f1498d1400e8df54,Maling
57266cc9f1498d1400e8df55,electric lighting
57266cc9f1498d1400e8df52,central to the city's prosperity
57266cc9f1498d1400e8df56,steam turbine
57266dd4f1498d1400e8df78,medieval
57266dd4f1498d1400e8df79,the riverside
57266dd4f1498d1400e8df7a,Stairs
57266dd4f1498d1400e8df7b,modern
57266dd4f1498d1400e8df7c,Derwentwater House
57266ec2dd62a815002e84a0,neoclassical centre
57266ec2dd62a815002e84a1,Stuart Maconie
57266ec2dd62a815002e84a2,Grey Street
57266ec2dd62a815002e84a3,1960s
57266ec2dd62a815002e84a4,Shopping Centre
57266fa1f1498d1400e8dfa4,the Town Moor
57266fa1f1498d1400e8dfa5,freemen
57266fa1f1498d1400e8dfa7,Hoppings
57266fa1f1498d1400e8dfa8,June
57266fa1f1498d1400e8dfa6,freemen
57267076708984140094c601,imposing new office developments
57267076708984140094c602,Gateshead Council
57267076708984140094c603,Norman Foster
57267076708984140094c604,NewcastleGateshead
57267076708984140094c605,ten days
572671165951b619008f72b7,the Grainger Town area
572671165951b619008f72b8,1835 and 1842
572671165951b619008f72b9,four stories
572671165951b619008f72ba,244
572671e55951b619008f72d7,Butcher Market
572671e55951b619008f72d8,1835
572671e55951b619008f72d9,2000
572671e55951b619008f72da,2000 guests
572671e55951b619008f72db,English Heritage
57267383dd62a815002e8552,oceanic
57267383dd62a815002e8553,warming
57267383dd62a815002e8554,rain
57267383dd62a815002e8555,January 1982
57267383dd62a815002e8556,inland Scandinavia
572674f6f1498d1400e8e03a,2010
572674f6f1498d1400e8e03b,Eldon Square
572674f6f1498d1400e8e03c,Bainbridge's
572674f6f1498d1400e8e03d,department
572674f6f1498d1400e8e03e,March 2007
5726769c708984140094c711,Grainger Street
5726769c708984140094c712,Outside the city centre
5726769c708984140094c713,Tesco
5726769c708984140094c714,MetroCentre
5726769c708984140094c715,Gateshead
5726778df1498d1400e8e0ac,The Tyneside flat
5726778df1498d1400e8e0ad,terraces
5726778df1498d1400e8e0ae,South Heaton in Newcastle
5726778df1498d1400e8e0af,Architects
5726778df1498d1400e8e0b0,high density
572678c0dd62a815002e863e,7.8%
572678c0dd62a815002e863f,5.9%
572678c0dd62a815002e8640,handful of historic densely occupied
572678c0dd62a815002e8641,"Cheltenham, Bath, inner London, Hastings, Brighton and Tunbridge Wells"
572678c0dd62a815002e8642,the local authorities
572679c35951b619008f73db,"282,442"
572679c35951b619008f73dc,metropolitan
572679c35951b619008f73dd,student
572679c35951b619008f73de,Northumbria Universities
572679c35951b619008f73df,student populations
57267a94f1498d1400e8e122,37.8
57267a94f1498d1400e8e123,ancestors
57267a94f1498d1400e8e124,Border Reiver
57267a94f1498d1400e8e125,"500 and 2,000"
57267a94f1498d1400e8e126,1%
57267b65dd62a815002e86a6,Geordie
57267b65dd62a815002e86a7,Anglo-Saxon
57267b65dd62a815002e86a8,Latin and Norman French
57267b65dd62a815002e86a9,how they were pronounced
57267b65dd62a815002e86aa,larn
57267c63dd62a815002e86d6,Scandinavia
57267c63dd62a815002e86d7,Northern England
57267c63dd62a815002e86d8,stot
57267c63dd62a815002e86d9,"Canny"""
57267c63dd62a815002e86da,throw
57267ce7708984140094c7c9,the Ear Institute
57267ce7708984140094c7ca,noisiest
57267ce7708984140094c7cb,80.4
57267ce7708984140094c7cc,negative long-term impact on the health
57267ce7708984140094c7cd,arbitrarily selected locations
57267de1f1498d1400e8e194,Collingwood Street
57267de1f1498d1400e8e195,the city centre
57267de1f1498d1400e8e196,12
57267de1f1498d1400e8e197,Pink Triangle
57267de1f1498d1400e8e198,"bars, cafés and clubs"
57267f695951b619008f74bd,theatre
57267f695951b619008f74be,Stephen Kemble
57267f695951b619008f74bf,many celebrated seasons
57267f695951b619008f74c0,21 January 1788
57267f695951b619008f74c1,Grey Street
5726800add62a815002e8750,theatres
5726800add62a815002e8751,Theatre Royal on Grey Street
5726800add62a815002e8752,Royal Shakespeare Company
5726800add62a815002e8753,local talent
5726800add62a815002e8754,the arts capital of the UK
572680865951b619008f74e7,The Literary and Philosophical Society
572680865951b619008f74e8,8000
572680865951b619008f74e9,John and Benjamin Green
572680865951b619008f74ea,lecture theatre
572680865951b619008f74eb,Joseph Swan
57268109f1498d1400e8e1fa,The Newcastle Beer Festival
57268109f1498d1400e8e1fb,May
57268109f1498d1400e8e1fc,March
57268109f1498d1400e8e1fd,EAT! NewcastleGateshead
57268109f1498d1400e8e1fe,2
57268341f1498d1400e8e23c,The Hoppings
57268341f1498d1400e8e23d,June
57268341f1498d1400e8e23e,Temperance Movement
57268341f1498d1400e8e23f,cycling
57268341f1498d1400e8e240,Northern Pride
572683e6f1498d1400e8e24c,Newcastle Mela
572683e6f1498d1400e8e24e,NewcastleGateshead
572683e6f1498d1400e8e24f,SAMA Festival
572683e6f1498d1400e8e250,East Asian
572683e6f1498d1400e8e24d,NewcastleGateshead
5726847f708984140094c8ab,folk-rock
5726847f708984140094c8ac,1971
5726847f708984140094c8ad,Skyclad
5726847f708984140094c8ae,Skyclad
5726847f708984140094c8af,Duran Duran
57268525dd62a815002e8806,November 2006 and May 2008
57268525dd62a815002e8807,"Old Town Hall, Gateshead"
57268525dd62a815002e8808,three
57268525dd62a815002e8809,the restored Classic
57268525dd62a815002e880a,Gateshead
57268692dd62a815002e8826,Centre for Life
57268692dd62a815002e8827,life on Tyneside
57268692dd62a815002e8828,shipbuilding heritage
57268692dd62a815002e8829,2009
57268692dd62a815002e882a,Seven Stories
57268731f1498d1400e8e2e2,On the Night of the Fire
57268731f1498d1400e8e2e3,Get Carter
57268731f1498d1400e8e2e4,noir thriller
57268731f1498d1400e8e2e5,Mike Figgis
57268731f1498d1400e8e2e6,Tommy Lee Jones
572687e1dd62a815002e8852,Gosforth Park
572687e1dd62a815002e8853,Newcastle Eagles
572687e1dd62a815002e8854,Newcastle Diamonds
572687e1dd62a815002e8855,Gosforth Park
572687e1dd62a815002e8856,Blaydon Race
57268885dd62a815002e886a,6 miles (9.7 km
57268885dd62a815002e886b,the Metro Light Rail system
57268885dd62a815002e886c,20 minutes
57268885dd62a815002e886d,five million
57268885dd62a815002e886e,90
572689385951b619008f761b,Victorian architecture
572689385951b619008f761c,six
572689385951b619008f761d,Queen Victoria
572689385951b619008f761e,Robert Stephenson
572689385951b619008f761f,Manors
572689b6dd62a815002e8890,three hours
572689b6dd62a815002e8891,three hours
572689b6dd62a815002e8892,Edinburgh
572689b6dd62a815002e8893,CrossCountry trains
572689b6dd62a815002e8894,Northern Rail
57268a8fdd62a815002e88ce,suburban
57268a8fdd62a815002e88cf,five
57268a8fdd62a815002e88d0,deep-level
57268a8fdd62a815002e88d1,"A bridge was built across the Tyne, between Newcastle and Gateshead"
57268a8fdd62a815002e88d2,37 million
57268bb25951b619008f7645,Metro: All Change
57268bb25951b619008f7646,smart ticketing
57268bb25951b619008f7647,"tracks, signalling and overhead wires"
57268bb25951b619008f7648,procurement of an entirely new fleet of trains
57268bb25951b619008f7649,trams
57268d1b708984140094c9cd,the A1 (Gateshead Newcastle Western Bypass
57268d1b708984140094c9ce,A69
57268d1b708984140094c9cf,Great North Road
57268d1b708984140094c9d0,the new line of the A1
57268d1b708984140094c9d1,the capacity of the Tyne Tunnel
57268ff9f1498d1400e8e3e6,3
57268ff9f1498d1400e8e3e7,two
57268ff9f1498d1400e8e3e8,Stagecoach
57268ff9f1498d1400e8e3e9,Tyne and Wear Passenger Transport Executive
57268ff9f1498d1400e8e3ea,Go-Ahead
57269120708984140094ca59,1998
57269120708984140094ca5a,highlighting the usage of cycling
57269120708984140094ca5b,healthy living
57269120708984140094ca5c,one way streets
57269120708984140094ca5d,national networks
5726934f5951b619008f771d,Danish DFDS Seaways
5726934f5951b619008f771e,October 2006
5726934f5951b619008f771f,high fuel prices
5726934f5951b619008f7720,October 2006
5726934f5951b619008f7721,Thomson
57269526dd62a815002e8a4e,seven independent schools
57269526dd62a815002e8a4f,seven
57269526dd62a815002e8a50,the Royal Grammar School
57269526dd62a815002e8a51,Newcastle College
57269526dd62a815002e8a52,Sacred Heart
57269698dd62a815002e8a6c,two universities — Newcastle University and Northumbria University
57269698dd62a815002e8a6d,Newcastle University
57269698dd62a815002e8a6e,Sunday Times University of the Year award
57269698dd62a815002e8a6f,polytechnics became new universities
57269698dd62a815002e8a70,Newcastle University and Northumbria University
572699b55951b619008f778f,three
572699b55951b619008f7790,1474
572699b55951b619008f7791,Coptic
572699b55951b619008f7792,St Thomas the Martyr
572699b55951b619008f7793,parish churches
57269b165951b619008f77b3,St Andrew
57269b165951b619008f77b4,1726
57269b165951b619008f77b5,the main porch
57269b165951b619008f77b6,the last of the ancient churchyards
57269b165951b619008f77b7,church tower
57269c26f1498d1400e8e4ca,City Road
57269c26f1498d1400e8e4cb,Watermark business park next to the MetroCentre in Gateshead
57269c26f1498d1400e8e4cc,The entrance to studio 5
57269c26f1498d1400e8e4cd,Barrack Road
57269c26f1498d1400e8e4ce,BBC Radio Newcastle
57269d745951b619008f77d7,NE1fm
57269d745951b619008f77d8,student's union building
57269d745951b619008f77d9,1951
57269d745951b619008f77da,Radio Lollipop
57269d745951b619008f77db,Newcastle University's student's union building
57269e80f1498d1400e8e520,1770
57269e80f1498d1400e8e521,Archbishop of Westminster
57269e80f1498d1400e8e522,George Stephenson
57269e80f1498d1400e8e523,incandescent light bulb
57269e80f1498d1400e8e524,Thailand
57269fab5951b619008f7807,Rutherford Grammar School
57269fab5951b619008f7808,Newcastle
57269fab5951b619008f7809,Nobel Prize winning physicist
57269fab5951b619008f780a,keyed Northumbrian smallpipes
57269fab5951b619008f780b,Newcastle
5726710b708984140094c61d,Brompton district of the Royal Borough of Kensington and Chelsea
5726710b708984140094c61e,4.5 million
5726710b708984140094c61f,1852
5726710b708984140094c620,Queen Victoria and Prince Albert
572680ac708984140094c83d,Brompton district of the Royal Borough of Kensington and Chelsea
572680ac708984140094c83e,1852
572680ac708984140094c83f,Queen Victoria and Prince Albert
572680ac708984140094c840,"Department for Culture, Media and Sport"
572680ac708984140094c841,2001
57268294708984140094c877,12.5
57268294708984140094c878,145
57268294708984140094c879,"5,000"
57268294708984140094c87a,"Europe, North America, Asia and North Africa"
57268294708984140094c87b,post-classical sculpture
572685cd5951b619008f7573,the Great Exhibition of 1851
572685cd5951b619008f7574,Henry Cole
572685cd5951b619008f7575,Museum of Manufactures
572685cd5951b619008f7576,Somerset House
572685cd5951b619008f7577,Gottfried Semper
