id,predicted_answer
57275650708984140094dc60,1080i HD
57275650708984140094dc61,11
57275650708984140094dc62,resolution
57275743f1498d1400e8f680,Body of Proof
57275743f1498d1400e8f681,Happy Endings
57275743f1498d1400e8f682,NBC
57275743f1498d1400e8f683,V
5727590df1498d1400e8f6b6,All My Children and One Life to Live
5727590df1498d1400e8f6b7,Prospect Park
5727590df1498d1400e8f6b8,Hulu
5727590df1498d1400e8f6b9,The Revolution
5727590df1498d1400e8f6ba,18–49
572759c1f1498d1400e8f6ca,2004
572759c1f1498d1400e8f6cb,CBS
572759c1f1498d1400e8f6cc,Last Man Standing
572759c1f1498d1400e8f6cd,The Neighbors
57275a505951b619008f889f,The Middle and Modern Family
57275a505951b619008f88a0,Dragon's Den
57275a505951b619008f88a1,Sundays
57275a505951b619008f88a2,Tim Allen
57275bfb708984140094dc97,Thomas Murphy
57275bfb708984140094dc98,Thomas Murphy
57275bfb708984140094dc99,NYPD Blue
57275bfb708984140094dc9a,Steven Bochco
57275bfb708984140094dc9b,ten
57275cb3f1498d1400e8f6da,1993
57275cb3f1498d1400e8f6db,DIC Entertainment
57275cb3f1498d1400e8f6dc,Time Warner Cable
57275cb3f1498d1400e8f6dd,23.63%
57275e125951b619008f88d7,Chicago radio station WLS
57275e125951b619008f88d8,"May 9, 1960"
57275e125951b619008f88d9,John Bassett
57275e125951b619008f88da,CFTO-TV
57275e95f1498d1400e8f6f4,Wide World of Sports
57275e95f1498d1400e8f6f5,Edgar Scherick
57275e95f1498d1400e8f6f6,Edgar Scherick
57275e95f1498d1400e8f6f7,Wide World of Sports
57275f6ef1498d1400e8f706,American Broadcasting Companies
57275f6ef1498d1400e8f707,Newlywed Game
57275f6ef1498d1400e8f708,three
57275f6ef1498d1400e8f709,"1330 Avenue of the Americas in Manhattan, at the corner of 54th Street"
57276166dd62a815002e9bd8,90%
57276166dd62a815002e9bd9,Dynasty
57276166dd62a815002e9bda,Mork & Mindy
57276166dd62a815002e9bdb,Nickelodeon
5727623a5951b619008f8921,Infinity Broadcasting Corporation
5727623a5951b619008f8922,Getty Oil
5727623a5951b619008f8923,Entertainment Channel
5727623a5951b619008f8924,Entertainment Channel
572763a8708984140094dcd9,Daniel B. Burke
572763a8708984140094dcda,Daniel B. Burke
572763a8708984140094dcdb,$465 million
572763a8708984140094dcdc,America's Funniest Home Videos
572763a8708984140094dcdd,Home Improvement
572764855951b619008f8951,General Hospital
572764855951b619008f8952,This Week
572764855951b619008f8953,7:00 to 9:00 a.m
572764855951b619008f8954,Jimmy Kimmel Live!
57276576dd62a815002e9c18,"New Jersey, Rhode Island and Delaware"
57276576dd62a815002e9c19,WBMA-LD
57276576dd62a815002e9c1a,WBND-LD
57276576dd62a815002e9c1b,WLQP-LP
57276690708984140094dd01,ABC Circle Films
57276690708984140094dd02,ABC Studios
57276690708984140094dd03,ABC Television Center
57276690708984140094dd04,ABC Television Center
5727678e5951b619008f8973,Times Square
5727678e5951b619008f8974,Good Morning America and Nightline
5727678e5951b619008f8975,Peter Jennings Way
5727678e5951b619008f8976,World News Tonight
572768d9708984140094dd13,ABC on Demand
572768d9708984140094dd14,Hulu
572768d9708984140094dd15,"July 6, 2009"
572768d9708984140094dd16,27%
572769e85951b619008f8985,"WATCH ABC, Hulu and ABC on Demand"
572769e85951b619008f8986,eight days
572769e85951b619008f8987,fast forwarding of accessed content
572769e85951b619008f8988,"January 7, 2014"
57276a8f5951b619008f8995,LoyalKaspar
57276a8f5951b619008f8996,four
57276a8f5951b619008f8997,ABC Modern
57276a8f5951b619008f8998,ESPN
57276c64f1498d1400e8f7b2,14
57276c64f1498d1400e8f7b3,14
57276c64f1498d1400e8f7b4,All-Channel Receiver Act
57276c64f1498d1400e8f7b5,UHF
57276d7f708984140094dd3f,one or both
57276d7f708984140094dd40,five times
57276d7f708984140094dd41,WTRF-TV
57276d7f708984140094dd42,the 1960s
57276f82dd62a815002e9cd0,Walt Disney Presents
57276f82dd62a815002e9cd1,Desilu Productions
57276f82dd62a815002e9cd2,April 1959
57276f82dd62a815002e9cd3,April 1959
5727705f5951b619008f89f3,General Hospital
5727705f5951b619008f89f4,$15.5 million
5727705f5951b619008f89f5,"Hanna-Barbera, The Jetsons"
5727705f5951b619008f89f6,"The Jetsons, which debuted on September 23, 1962"
5727705f5951b619008f89f7,"April 1, 1963"
572771a5f1498d1400e8f840,ABC management
572771a5f1498d1400e8f841,Donald F. Turner
572771a5f1498d1400e8f842,Department of Justice
572771a5f1498d1400e8f843,"January 1, 1968"
57277373dd62a815002e9d24,Capital Cities Communications
57277373dd62a815002e9d25,$3.5 billion and $118
57277373dd62a815002e9d26,Warren Buffett
57277373dd62a815002e9d27,E. W. Scripps Company
57277373dd62a815002e9d28,12
572774cf5951b619008f8a51,"September 5, 1985"
572774cf5951b619008f8a52,"January 3, 1986"
572774cf5951b619008f8a53,"January 3, 1986"
572774cf5951b619008f8a54,Michael P. Millardi
572774cf5951b619008f8a55,Roone Arledge
57277585708984140094de2b,The Love Boat
57277585708984140094de2c,The Love Boat
57277585708984140094de2d,NBC had regained the ratings lead among the Big Three
57277585708984140094de2e,The Love Boat
57277585708984140094de2f,comedies
57277632f1498d1400e8f8c4,"TGIF"" block"
57277632f1498d1400e8f8c5,Thank Goodness It's Funny
57277632f1498d1400e8f8c6,Miller-Boyett Productions
57277632f1498d1400e8f8c7,Happy Days
572776e85951b619008f8a7f,seven
572776e85951b619008f8a80,Ralph Nelson-directed Charly
572776e85951b619008f8a81,Ralph Nelson
572776e85951b619008f8a82,1985
572776e85951b619008f8a83,"Redwood City, California"
5727780a5951b619008f8a9d,westerns and detective series
5727780a5951b619008f8a9e,500%
5727780a5951b619008f8a9f,between 10% and 18%
5727780a5951b619008f8aa0,Ollie Treiz
5727780a5951b619008f8aa1,Ollie Treiz
57277944f1498d1400e8f90a,counterprogramming
57277944f1498d1400e8f90b,Zorro
57277944f1498d1400e8f90c,public enthusiasm and sponsorship for these types of shows at the expense of news programming
57277944f1498d1400e8f90d,detective shows
57277af2708984140094dec3,"WATCH ABC"""
57277af2708984140094dec4,WABC-TV and Philadelphia O&O WPVI-TV
57277af2708984140094dec5,Hearst Television
57277af2708984140094dec6,WatchESPN
57277bfc708984140094ded9,The E. W. Scripps Company
57277bfc708984140094deda,WABM-DT2/WDBB-DT2
57277bfc708984140094dedb,The E. W. Scripps Company
57277bfc708984140094dedc,28
57277bfc708984140094dedd,15
57277cf6dd62a815002e9e76,"Start Here"""
57277cf6dd62a815002e9e77,Troika
57277cf6dd62a815002e9e78,entertainment division
57277cf6dd62a815002e9e79,entertainment division
57277de9dd62a815002e9ea4,WFTS-TV
57277de9dd62a815002e9ea5,KMBC-TV and KQTV
57277de9dd62a815002e9ea6,WZZM and WOTV
57277de9dd62a815002e9ea7,WTSP
57269e8a5951b619008f77f5,Mongol Empire
57269e8a5951b619008f77f6,Mongol invasions
57269e8a5951b619008f77f7,Khwarezmian and Xia controlled lands
57269e8a5951b619008f77f8,Khwarezmian and Xia
57269e8a5951b619008f77f9,Mongol Empire
5726a00d708984140094cc25,Ögedei Khan
5726a00d708984140094cc26,1227
5726a00d708984140094cc27,1227
5726a00d708984140094cc28,Ögedei Khan
5726a00d708984140094cc29,Mongolia
5726a21bf1498d1400e8e578,1162
5726a21bf1498d1400e8e579,Yesügei
5726a21bf1498d1400e8e57a,1162
5726a21bf1498d1400e8e57b,"Tatar chieftain, Temüjin-üge"
5726a340dd62a815002e8bbc,Temülen
5726a340dd62a815002e8bbd,Begter and Belgutei
5726a340dd62a815002e8bbe,Börte
5726a340dd62a815002e8bbf,Khongirad
5726a340dd62a815002e8bc0,Dai Setsen
5726a4a9708984140094ccb7,Begter
5726a4a9708984140094ccb8,Temujin's mother Hoelun
5726a4a9708984140094ccb9,Khasar
5726a4a9708984140094ccba,Khasar
5726a5f65951b619008f7903,the Tayichi'ud
5726a5f65951b619008f7904,"a cangue, a sort of portable stocks"
5726a5f65951b619008f7905,Chilaun
5726a5f65951b619008f7906,"Jelme and Bo'orchu, two of Genghis Khan"
5726a5f65951b619008f7907,a river crevice
5726a784708984140094ccff,arranged marriages
5726a784708984140094cd00,mother Hoelun
5726a784708984140094cd01,Chinese dynasties to the south
5726a784708984140094cd02,Hoelun
5726a8d4dd62a815002e8c34,Börte of the Onggirat
5726a8d4dd62a815002e8c35,the Merkits
5726a8d4dd62a815002e8c36,Jamukha
5726a8d4dd62a815002e8c37,Jochi
5726a8d4dd62a815002e8c38,1185–1226
5726a9ed5951b619008f7969,1190–1232
5726a9ed5951b619008f796a,Genghis Khan
5726a9ed5951b619008f796b,1190–1232
5726a9ed5951b619008f796c,Genghis Khan
5726a9ed5951b619008f796d,six
5726ab47f1498d1400e8e6a2,sworn brother or blood brother) Toghrul
5726ab47f1498d1400e8e6a3,Toghrul
5726ab47f1498d1400e8e6a4,"20,000"
5726ab47f1498d1400e8e6a5,"20,000"
5726ab47f1498d1400e8e6a6,Jamukha
5726acc1f1498d1400e8e6ca,Mongolian aristocracy
5726acc1f1498d1400e8e6cb,Kokochu
5726acc1f1498d1400e8e6cc,1186
5726acc1f1498d1400e8e6cd,Dalan Balzhut
5726acc1f1498d1400e8e6ce,the Qara Khitai
5726ae32708984140094cdab,Yassa code
5726ae32708984140094cdac,civilians and soldiers wealth from future possible war spoils
5726ae32708984140094cdad,orphans
5726ae32708984140094cdae,civilians and soldiers wealth from future possible war spoils
5726af765951b619008f7a51,Jochi
5726af765951b619008f7a52,Jamukha
5726af765951b619008f7a53,Jamukha
5726af765951b619008f7a54,Keraite
5726b0985951b619008f7a91,Subutai
5726b0985951b619008f7a92,1201
5726b0985951b619008f7a93,universal ruler
5726b0985951b619008f7a94,Subutai
5726b0985951b619008f7a95,1206
5726b1d95951b619008f7acd,friendship and reunion
5726b1d95951b619008f7ace,disloyal men
5726b1d95951b619008f7acf,reunion
5726b1d95951b619008f7ad0,noble death
5726b879708984140094cf01,siege warfare from the Chinese
5726b879708984140094cf02,Jamukha
5726b879708984140094cf03,Khasar
5726b879708984140094cf04,good intelligence
5726b879708984140094cf05,Wang Khan
5726b9e15951b619008f7bf1,1206
5726b9e15951b619008f7bf2,Khuruldai
5726b9e15951b619008f7bf3,Ögedei
5726b9e15951b619008f7bf4,Ögedei
5726b9e15951b619008f7bf5,Genghis Khan
5726bb645951b619008f7c3b,Jin dynasty
5726bb645951b619008f7c3c,Ming-Tan
5726bb645951b619008f7c3d,1215
5726bb645951b619008f7c3e,Kaifeng
5726bb645951b619008f7c3f,Ögedei Khan
5726bd655951b619008f7c9f,Genghis Khan
5726bd655951b619008f7ca0,Jebe
5726bd655951b619008f7ca1,"20,000"
5726bd655951b619008f7ca2,Jebe
5726bd655951b619008f7ca3,The Arrow
5726bf135951b619008f7ce9,internal revolt
5726bf135951b619008f7cea,Kashgar
5726bf135951b619008f7ceb,Lake Balkhash
5726bf135951b619008f7cec,Lake Balkhash
5726bf135951b619008f7ced,Khwarezmid Empire
5726c0c5dd62a815002e8f76,Shah Ala ad-Din Muhammad
5726c0c5dd62a815002e8f77,Inalchuq
5726c0c5dd62a815002e8f78,Inalchuq
5726c0c5dd62a815002e8f79,"100,000"
5726c0c5dd62a815002e8f7a,Silk Road
5726c20fdd62a815002e8fa6,Tien Shan mountains
5726c20fdd62a815002e8fa7,three groups. His son Jochi
5726c20fdd62a815002e8fa8,Samarkand
5726c20fdd62a815002e8fa9,Jochi
5726c20fdd62a815002e8faa,Samarkand
5726c3b3708984140094d0cf,Khwarezmia
5726c3b3708984140094d0d0,Otrar
5726c3b3708984140094d0d1,molten silver
5726c3b3708984140094d0d2,to divide his army into small groups concentrated in various cities
5726c3b3708984140094d0d3,Subutai and Jebe
5726c4c8708984140094d0f5,"Samarkand fell, the capital was moved to Bukhara"
5726c4c8708984140094d0f6,Bukhara
5726c4c8708984140094d0f7,divert a river through the Khwarezmid emperor's birthplace
5726c61ff1498d1400e8eae2,captured enemies as body shields
5726c61ff1498d1400e8eae3,executed every soldier
5726c61ff1498d1400e8eae4,pyramids of severed heads
5726c7a85951b619008f7ddd,opened the gates to the Mongols
5726c7a85951b619008f7dde,Turkish defenders
5726c7a85951b619008f7ddf,slavery
5726c7a85951b619008f7de0,the flail of God
5726c7a85951b619008f7de1,slavery
5726c9b0dd62a815002e9046,1220
5726c9b0dd62a815002e9047,Subutai
5726c9b0dd62a815002e9048,Volga Bulgars
5726c9b0dd62a815002e9049,Battle of Kalka River
5726c9b0dd62a815002e904a,Mstislav the Bold of Halych
57272bcb5951b619008f8683,1237
57272bcb5951b619008f8684,Volga Bulgaria and Kievan Rus' in 1237
57272bcb5951b619008f8685,Transoxiana
57272bcb5951b619008f8686,1225
57272bcb5951b619008f8687,Samarkand
57272ce1f1498d1400e8f43a,November
57272ce1f1498d1400e8f43b,November
57272ce1f1498d1400e8f43c,One of the Tangut generals challenged the Mongols
57272ce1f1498d1400e8f43d,Yellow River
57272ce1f1498d1400e8f43e,a line of five stars
57272dd55951b619008f8697,Ning Hia
57272dd55951b619008f8698,Ma Jianlong
57272dd55951b619008f8699,arrows
57272dd55951b619008f869a,Liupanshan
57272dd55951b619008f869b,entire imperial family to be executed
57272ec7f1498d1400e8f44e,Jochi
57272ec7f1498d1400e8f44f,Ögedei
57272ec7f1498d1400e8f450,Ögedei
57272ec7f1498d1400e8f451,Ögedei
57272ff2708984140094dabd,Tolui
57272ff2708984140094dabe,Chagatai
57272ff2708984140094dabf,Tolui
57272ff2708984140094dac0,Ögedei
5727311d5951b619008f86ab,1226
5727311d5951b619008f86ac,Khorasan
5727311d5951b619008f86ad,Urgench from destruction
5727311d5951b619008f86ae,Genghis Khan
5727311d5951b619008f86af,Sultan Muhammad
57273249f1498d1400e8f46a,Yinchuan
57273249f1498d1400e8f46b,Mongols
57273249f1498d1400e8f46c,killed in action against the Western Xia
57273249f1498d1400e8f46d,Western Xia princess taken as war booty
57273249f1498d1400e8f46e,Oirads
572732f8f1498d1400e8f474,markings
572732f8f1498d1400e8f475,Mongolia
572732f8f1498d1400e8f476,Onon River
572732f8f1498d1400e8f477,The Genghis Khan Mausoleum
57273455f1498d1400e8f48c,Edsen Khoroo
57273455f1498d1400e8f48d,Dongshan Dafo Dian
57273455f1498d1400e8f48e,Lord's Enclosure
57273455f1498d1400e8f48f,Genghis Khan's bier and relics
57273455f1498d1400e8f490,Red Guards
57273581708984140094daeb,"October 6, 2004"
57273581708984140094daec,rural Mongolia
57273581708984140094daed,permafrost
57273581708984140094daee,many horses
572736bff1498d1400e8f4b5,Genghis Khan
572736bff1498d1400e8f4b4,"Yassa, created by Genghis Khan"
572736bff1498d1400e8f4b6,Genghis Khan
572736bff1498d1400e8f4b7,Genghis Khan
572736bff1498d1400e8f4b8,Muhammad Khan
57273887dd62a815002e99a2,tax exemptions
57273887dd62a815002e99a3,Ong Khan
57273887dd62a815002e99a4,religious tolerance
57273887dd62a815002e99a5,"Shamanist, Buddhist or Christian"
572739a75951b619008f86f7,Töregene Khatun
572739a75951b619008f86f8,Pax Mongolica
572739a75951b619008f86f9,Chinese
572739a75951b619008f86fa,the Great Yassa
57273b1a5951b619008f8709,Chu'Tsai
57273b1a5951b619008f870a,nomads
57273b1a5951b619008f870b,Jin dynasty
57273b1a5951b619008f870c,a lineal descendant of Khitan rulers
57273c01f1498d1400e8f4e2,"Muqali, Jebe and Subutai"
57273c01f1498d1400e8f4e3,Karakorum
57273c01f1498d1400e8f4e4,Muqali
57273c01f1498d1400e8f4e5,Caucasus
57273c01f1498d1400e8f4e6,unwavering loyalty
57273d06f1498d1400e8f4f6,certain rivers
57273d06f1498d1400e8f4f7,Muslim and Chinese siege engines
57273d06f1498d1400e8f4f8,ambush and counterattack
57273d06f1498d1400e8f4f9,driving them in front of the army
57273dccdd62a815002e99fa,Caspian Sea to the Sea of Japan
57273dccdd62a815002e99fb,Caspian Sea to the Sea of Japan
57273dccdd62a815002e99fc,Ögedei Khan
57273dccdd62a815002e99fd,1279
57273eecf1498d1400e8f51e,Silk Road
57273eecf1498d1400e8f51f,Turkey
57273eecf1498d1400e8f520,meritocracy
57273eecf1498d1400e8f521,"increased communication and trade between the West, Middle East"
5727404b708984140094db59,Mongolian People's Republic period
5727404b708984140094db5a,Mongolian People's Republic period
5727404b708984140094db5b,Genghis Khan's children
5727404b708984140094db5c,unfairly biased against Genghis Khan and that his butchery is exaggerated
5727404b708984140094db5d,his brutality
57274126dd62a815002e9a24,Genghis Khan
57274126dd62a815002e9a25,"500, 1,000, 5,000, 10,000"
57274126dd62a815002e9a26,Chinggis Khaan International Airport
57274126dd62a815002e9a27,trivialization
57274126dd62a815002e9a28,Ulaanbaatar
5727515af1498d1400e8f63a,Ikh Zasag
5727515af1498d1400e8f63b,Genghis Khan
5727515af1498d1400e8f63c,Chinggis Khaan
5727515af1498d1400e8f63d,the traditional Mongolian script
57275250708984140094dc25,Inner Mongolia region
57275250708984140094dc26,5 million
57275250708984140094dc27,Kublai Khan
57275250708984140094dc28,Jin dynasty
57275250708984140094dc29,Yuan dynasty
572753af708984140094dc2f,Iran
572753af708984140094dc30,10 to 15 million
572753af708984140094dc31,10 to 15 million
572754cd5951b619008f8863,Hulagu Khan
572754cd5951b619008f8864,Mamluks of Egypt
572754cd5951b619008f8865,Ghazan Khan
572754cd5951b619008f8866,1237 Batu Khan
572754cd5951b619008f8867,Novgorod and Pskov
572756715951b619008f8877,Mughal emperors were proud descendants of Genghis Khan and particularly Timur
572756715951b619008f8878,Timur
572756715951b619008f8879,Nishapur
5727580bf1498d1400e8f69a,tenggis
5727580bf1498d1400e8f69b,Baikal
5727580bf1498d1400e8f69c,right
5727580bf1498d1400e8f69d,tenggis
5727580bf1498d1400e8f69e,Chinggis
572758c3dd62a815002e9b78,Chinggis Khaan
572758c3dd62a815002e9b79,Mongolian Chinggis Khaan
572758c3dd62a815002e9b7a,Tiěmùzhēn
572758c3dd62a815002e9b7b,"Chinghiz, Chinghis"
572758c3dd62a815002e9b7c,Chéngjísī Hán
5726d8bd708984140094d35b,pharma
5726d8bd708984140094d35c,tobacco and patent medicines
5726d8bd708984140094d35d,sorcery or even poison
5726d8bd708984140094d35e,outdated or only approproriate
5726d8bd708984140094d35f,many other herbs not listed
5726d9935951b619008f7fed,healthcare professionals with specialised education and training
5726d9935951b619008f7fee,quality use of medicines
5726d9935951b619008f7fef,optimisation of a drug
5726d9935951b619008f7ff0,optimisation of a drug treatment for an individual
5726d9935951b619008f7ff1,small-business proprietors
5726da89dd62a815002e92b2,health care professional
5726da89dd62a815002e92b3,General Pharmaceutical Council
5726da89dd62a815002e92b4,manage the pharmacy department
5726da89dd62a815002e92b5,health care professional
5726da89dd62a815002e92b6,a PhT
5726db5add62a815002e92d5,writing a five volume book
5726db5add62a815002e92d6,De Materia Medica
5726db5add62a815002e92d7,materia medica
5726db5add62a815002e92d4,Diocles of Carystus
5726db5add62a815002e92d8,middle eastern scientists
5726dcbddd62a815002e9320,highly respected
5726dcbddd62a815002e9321,Yōrō Code
5726dcbddd62a815002e9322,pharmacists
5726dcbddd62a815002e9323,highly stable
5726dcbddd62a815002e9324,the Imperial household
5726ddf6f1498d1400e8ee04,botany and chemistry
5726ddf6f1498d1400e8ee05,Muhammad ibn Zakarīya Rāzi
5726ddf6f1498d1400e8ee06,Abu al-Qasim al-Zahrawi
5726ddf6f1498d1400e8ee08,Al-Biruni
5726ddf6f1498d1400e8ee07,sodium carbonate and potassium carbonate
5726deed5951b619008f80c5,15th century
5726deed5951b619008f80c6,1221
5726deed5951b619008f80c7,Llívia
5726deed5951b619008f80c8,"Llívia, a Catalan enclave close to Puigcerdà"
5726deed5951b619008f80c9,1221
5726e08e5951b619008f810f,pharmacy legislation
5726e08e5951b619008f8110,automation
5726e08e5951b619008f8111,automation
5726e08e5951b619008f8112,patients' prescriptions and patient safety issues
5726e08e5951b619008f8113,"requirements for storage conditions, compulsory texts, equipment, etc."
5726e179dd62a815002e93ae,a pharmacy practice residency
5726e179dd62a815002e93af,various disciplines of pharmacy
5726e179dd62a815002e93b0,patient compliance
5726e179dd62a815002e93b1,a pharmacy practice residency
5726e313f1498d1400e8eeb2,the hospital
5726e313f1498d1400e8eeb3,"unit-dose, or a single dose of medicine"
5726e313f1498d1400e8eeb4,high risk preparations and some other compounding functions
5726e313f1498d1400e8eeb5,hospital pharmacies
5726e313f1498d1400e8eeb6,The high cost of medications and drug-related technology
5726e3c4dd62a815002e9404,direct patient care
5726e3c4dd62a815002e9405,hospitals and clinics
5726e3c4dd62a815002e9406,physicians and other healthcare professionals
5726e3c4dd62a815002e9407,patient care rounds drug product selection
5726e3c4dd62a815002e9408,health care settings
5726e5c95951b619008f81cb,creating a comprehensive drug therapy plan
5726e5c95951b619008f81cc,prior to dispensing and administration to the patient
5726e5c95951b619008f81cd,reviewing all prescribed medications
5726e5c95951b619008f81ce,"potential drug interactions, adverse drug reactions"
5726e985dd62a815002e94da,full independent prescribing authority
5726e985dd62a815002e94db,North Carolina and New Mexico
5726e985dd62a815002e94dc,2011
5726e985dd62a815002e94dd,Board Certified Ambulatory Care Pharmacist
5726e985dd62a815002e94de,VA
5726ea985951b619008f8261,medication regimen review
5726ea985951b619008f8262,nursing homes
5726ea985951b619008f8263,"Omnicare, Kindred Healthcare and PharMerica"
5726ea985951b619008f8264,gradually reversing
5726ea985951b619008f8265,consulting services
5726eb4b5951b619008f826b,about the year 2000
5726eb4b5951b619008f826c,brick-and-mortar community pharmacies
5726eb4b5951b619008f826d,online pharmacies
5726eb4b5951b619008f826e,method
5726eb4b5951b619008f826f,the method
5726ed6cf1498d1400e8f00c,drugs
5726ed6cf1498d1400e8f00d,potentially dangerous
5726ed6cf1498d1400e8f00e,potentially dangerous
5726ed6cf1498d1400e8f00f,prescription drugs
5726ed6cf1498d1400e8f010,prescription drugs
5726edecdd62a815002e957e,"the ease with which people, youth in particular, can obtain controlled substances"
5726edecdd62a815002e957f,legitimate medical purpose
5726ef73f1498d1400e8f05e,"the ease with which people, youth in particular, can obtain controlled substances"
5726ef73f1498d1400e8f05f,a licensed practitioner acting in the course of legitimate doctor-patient relationship
5726ef73f1498d1400e8f060,ensure that the prescription is valid
5726ef73f1498d1400e8f061,individual state laws
5726ef73f1498d1400e8f062,Vicodin
5726f0e35951b619008f82f7,Canada
5726f0e35951b619008f82f8,Canada
5726f0e35951b619008f82f9,international drug suppliers
5726f0e35951b619008f82fa,authorities
5726f0e35951b619008f82fb,legalize importation of medications from Canada and other countries
5726f2375951b619008f830f,pharmacy practice science and applied information science
5726f2375951b619008f8310,information technology departments
5726f2375951b619008f8311,major national and international patient information projects and health system interoperability goals
5726f2375951b619008f8312,information technology departments or for healthcare information technology vendor companies
5726f2375951b619008f8313,to meet the needs of major national and international patient information projects
5726f36cdd62a815002e95fe,19 of 28 newly FDA approved medications in 2013 being specialty drugs
5726f36cdd62a815002e95ff,19 of 28
5726f36cdd62a815002e9600,"cancer, hepatitis, and rheumatoid arthritis"
5726f36cdd62a815002e9601,"high cost injectable, oral, infused, or inhaled medications"
5726f36cdd62a815002e9602,"lab monitoring, adherence counseling"
5726f48df1498d1400e8f0da,separately from physicians
5726f48df1498d1400e8f0db,pharmacists
5726f48df1498d1400e8f0dc,7 to 10 percent
5726f48df1498d1400e8f0dd,7 to 10 percent
5726f48df1498d1400e8f0de,physicians
5726f635dd62a815002e9657,Austria
5726f635dd62a815002e9656,dispensing
5726f635dd62a815002e9658,1.6 kilometres
5726f635dd62a815002e9659,1.6 kilometres
5726f7715951b619008f838d,high risk of a conflict of interest and/or the avoidance of absolute powers
5726f7715951b619008f838e,the physician has a financial self-interest
5726f7715951b619008f838f,the patient's interest in obtaining cost-effective medication
5726f7715951b619008f8391,cost-effective medication
5726f7715951b619008f8390,obtaining cost-effective medication
5726f868dd62a815002e9684,more integral within the health care system
5726f868dd62a815002e9685,health care system
5726f868dd62a815002e9686,MTM
5726f868dd62a815002e9687,Medication Therapy Management
5726f868dd62a815002e9688,increased patient health outcomes
5726f96ddd62a815002e9698,Alberta and British Columbia
5726f96ddd62a815002e9699,medicine use reviews
5726f96ddd62a815002e969a,medicine use reviews
5726f96ddd62a815002e969b,pharmaceutical care or clinical pharmacy
5726f96ddd62a815002e969c,Doctor of Pharmacy
5726fa525951b619008f83f7,the mortar and pestle
5726fa525951b619008f83f8,show globe
5726fa525951b619008f83f9,Netherlands
5726fa525951b619008f83fa,Germany and Austria
5726fa525951b619008f83fb,"France, Argentina"
5726e65e708984140094d53d,a system of many biological structures and processes within an organism that protects against disease
5726e65e708984140094d53e,disease
5726e65e708984140094d53f,innate immune system
5726e65e708984140094d540,neuroimmune system
5726eb76f1498d1400e8efda,a system of many biological structures and processes within an organism that protects against disease
5726eb76f1498d1400e8efdb,disease
5726eb76f1498d1400e8efdc,innate immune system
5728eff82ca10214002daadc,disease
5728eff82ca10214002daadd,pathogens
5728eff82ca10214002daade,neuroimmune system
5728eff82ca10214002daadf,the brain
572a14af3f37b319004786c1,pathogens
572a14af3f37b319004786c3,innate immune system versus the adaptive immune system
572a14af3f37b319004786c2,humoral immunity versus cell-mediated immunity
572a14af3f37b319004786c4,a system of many biological structures and processes within an organism that protects against disease
5726eb785951b619008f8275,neutralization by the immune system
5726eb785951b619008f8276,rudimentary
5726eb785951b619008f8277,eukaryotes
5726eb785951b619008f8278,immunological memory
572a135daf94a219006aa79f,bacteriophage infections
572a135daf94a219006aa7a0,phagocytosis
572a135daf94a219006aa7a1,vaccination
572a135daf94a219006aa7a2,Jawed vertebrates
5726eb8bf1498d1400e8efe2,"autoimmune diseases, inflammatory diseases and cancer"
5726eb8bf1498d1400e8efe3,when the immune system is less active than normal
5726eb8bf1498d1400e8efe4,a genetic disease such as severe combined immunodeficiency
5726eb8bf1498d1400e8efe5,severe combined immunodeficiency
5726eb8bf1498d1400e8efe6,Hashimoto's thyroiditis
5728f2e26aef051400154896,Immunodeficiency
5728f2e26aef051400154897,autoimmunity
5728f2e26aef051400154898,Immunology
5728f2e26aef051400154899,HIV/AIDS
5726f8abf1498d1400e8f166,during the plague of Athens in 430 BC
5726f8abf1498d1400e8f167,scorpion
5726f8abf1498d1400e8f168,miasma theory
5726f8abf1498d1400e8f169,Walter Reed
5728f3724b864d1900165116,Robert Koch
5728f3724b864d1900165117,microorganisms
5728f3724b864d1900165118,yellow fever virus
5728f3724b864d1900165119,plague of Athens in 430 BC
5726f8aef1498d1400e8f16e,immunological memory
5726f8aef1498d1400e8f16f,innate immune system
5726f8aef1498d1400e8f170,adaptive immune system
5728f6446aef0514001548e4,Innate immune systems
5728f6446aef0514001548e5,adaptive immune system
5728f6446aef0514001548e6,attacks
5728f6446aef0514001548e7,adaptive immune system
5728f7774b864d190016512e,self and non-self molecules
5728f7774b864d190016512f,self molecules
5728f7774b864d1900165130,non-self molecules
5728f7774b864d1900165131,antigens
5728f7774b864d1900165132,specific immune receptors
5728f9882ca10214002dab5a,pattern recognition receptors
5728f9882ca10214002dab5b,innate immune system
5728f9882ca10214002dab5c,alarm signals
5728f9882ca10214002dab5d,pathogens
5728fb002ca10214002dab6a,"chemical, and biological"
5728fb002ca10214002dab6b,waxy cuticle
5728fb002ca10214002dab6c,coughing and sneezing
5728fb002ca10214002dab6d,mucus
5728fb002ca10214002dab6e,tears and urine
5728fc2eaf94a219006a9ec7,β-defensins
5728fc2eaf94a219006a9ec8,lysozyme and phospholipase A2
5728fc2eaf94a219006a9ec9,defensins and zinc
5728fc2eaf94a219006a9eca,gastric acid and proteases
5728fc2eaf94a219006a9ecb,menarche
5728fd206aef05140015494c,commensal flora
5728fd206aef05140015494d,fungi
5728fd206aef05140015494e,lactobacilli
5728fd206aef05140015494f,pH or available iron
572900f73f37b31900477f69,Inflammation
